OBJECTID,route_id,direction_id,time_period,speed_mph,base64_url,org_id,agency,district_name,route_name,Shape_Length
2547,53,1,peak,11.02929069,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Anaheim - Irvine via Main St,26035.6386525192
2548,53,1,all_day,11.95965148,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Anaheim - Irvine via Main St,26035.6386525192
2549,33,0,offpeak,13.21636593,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Huntington Beach via Magnolia St,29928.9210125865
2550,33,0,peak,13.50029513,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Huntington Beach via Magnolia St,29928.9210125865
2551,33,0,all_day,13.35045724,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Huntington Beach via Magnolia St,29928.9210125865
2552,33,1,offpeak,15.56271479,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Huntington Beach via Magnolia St,30464.8124701251
2553,33,1,peak,14.96324644,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Huntington Beach via Magnolia St,30464.8124701251
2554,33,1,all_day,15.28454392,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Huntington Beach via Magnolia St,30464.8124701251
2555,43,0,offpeak,11.83650261,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Costa Mesa via Harbor Blvd,34042.0023156054
2556,43,0,peak,10.63792388,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Costa Mesa via Harbor Blvd,34042.0023156054
2557,43,0,all_day,11.26931579,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Costa Mesa via Harbor Blvd,34042.0023156054
2558,43,1,offpeak,11.83783927,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Costa Mesa via Harbor Blvd,34479.6364974779
2559,43,1,peak,11.10624097,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Costa Mesa via Harbor Blvd,34479.6364974779
2560,43,1,all_day,11.52378598,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Costa Mesa via Harbor Blvd,34479.6364974779
2561,55,1,offpeak,12.80692078,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Santa Ana - Newport Beach via Standard/Bristol/Fairview/17th,39821.9140583075
2562,55,1,peak,12.03679438,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Santa Ana - Newport Beach via Standard/Bristol/Fairview/17th,39821.9140583075
2563,55,1,all_day,12.47644093,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Santa Ana - Newport Beach via Standard/Bristol/Fairview/17th,39821.9140583075
2564,55,0,offpeak,12.69708213,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Santa Ana - Newport Beach via Standard/Bristol/Fairview/17th,40155.5663926344
2565,55,0,peak,11.76556041,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Santa Ana - Newport Beach via Standard/Bristol/Fairview/17th,40155.5663926344
2566,55,0,all_day,12.2754359,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Santa Ana - Newport Beach via Standard/Bristol/Fairview/17th,40155.5663926344
2567,529,0,offpeak,13.91237715,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Rapid Fullerton ? Huntington Beach via Beach,21367.8454485509
2568,529,0,peak,13.58634122,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Rapid Fullerton ? Huntington Beach via Beach,21367.8454485509
2569,529,0,all_day,13.73579372,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Rapid Fullerton ? Huntington Beach via Beach,21367.8454485509
2570,529,1,offpeak,13.26055644,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Rapid Fullerton ? Huntington Beach via Beach,20024.743811235
2571,529,1,peak,14.55636011,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Rapid Fullerton ? Huntington Beach via Beach,20024.743811235
2572,529,1,all_day,13.92460932,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Rapid Fullerton ? Huntington Beach via Beach,20024.743811235
2573,26,0,offpeak,13.88312855,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Yorba Linda via Commonwealth/Yorba Linda,25052.2141892866
2574,26,0,peak,13.2296534,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Yorba Linda via Commonwealth/Yorba Linda,25052.2141892866
2575,26,0,all_day,13.56718796,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Yorba Linda via Commonwealth/Yorba Linda,25052.2141892866
2576,26,1,offpeak,14.09575632,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Yorba Linda via Commonwealth/Yorba Linda,24669.6370246298
2577,26,1,peak,13.45426387,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Yorba Linda via Commonwealth/Yorba Linda,24669.6370246298
2578,26,1,all_day,13.79402627,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Yorba Linda via Commonwealth/Yorba Linda,24669.6370246298
2579,90,1,offpeak,18.45318402,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Tustin Station - Dana Point Harbor via Moulton / Golden Lantern,41687.1513055953
2580,90,1,peak,17.4029051,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Tustin Station - Dana Point Harbor via Moulton / Golden Lantern,41687.1513055953
2581,90,1,all_day,17.96031778,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Tustin Station - Dana Point Harbor via Moulton / Golden Lantern,41687.1513055953
2582,90,0,offpeak,18.95192019,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Tustin Station - Dana Point Harbor via Moulton / Golden Lantern,40124.8547395425
2583,90,0,peak,18.13559923,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Tustin Station - Dana Point Harbor via Moulton / Golden Lantern,40124.8547395425
2584,90,0,all_day,18.56164001,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Tustin Station - Dana Point Harbor via Moulton / Golden Lantern,40124.8547395425
2585,473,0,peak,14.85147692,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Tustin Station - U. C. Irvine via Edinger,11890.6400915637
2586,473,0,all_day,14.85147692,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Tustin Station - U. C. Irvine via Edinger,11890.6400915637
2587,473,1,offpeak,23.0102504,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Tustin Station - U. C. Irvine via Edinger,11869.0457516842
2588,473,1,peak,18.59326,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Tustin Station - U. C. Irvine via Edinger,11869.0457516842
2589,473,1,all_day,19.67218082,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Tustin Station - U. C. Irvine via Edinger,11869.0457516842
2590,143,0,offpeak,11.27634374,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,La Habra - Brea Mall via Whittier - Harbor - Brea,25295.3799697505
2591,143,0,peak,11.18078634,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,La Habra - Brea Mall via Whittier - Harbor - Brea,25295.3799697505
2592,143,0,all_day,11.23411402,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,La Habra - Brea Mall via Whittier - Harbor - Brea,25295.3799697505
2593,143,1,offpeak,11.13469267,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,La Habra - Brea Mall via Whittier - Harbor - Brea,26038.1392506497
2594,143,1,peak,9.90895869,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,La Habra - Brea Mall via Whittier - Harbor - Brea,26038.1392506497
2595,143,1,all_day,10.51523826,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,La Habra - Brea Mall via Whittier - Harbor - Brea,26038.1392506497
2596,82,1,offpeak,22.42192397,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Mission Viejo - Rancho Santa Margarita via Santa Margarita Pkwy,15073.9217341626
2597,82,1,peak,22.06322007,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Mission Viejo - Rancho Santa Margarita via Santa Margarita Pkwy,15073.9217341626
2598,82,1,all_day,22.21896683,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Mission Viejo - Rancho Santa Margarita via Santa Margarita Pkwy,15073.9217341626
2599,82,0,offpeak,19.20927056,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Mission Viejo - Rancho Santa Margarita via Santa Margarita Pkwy,14744.3237258377
2600,82,0,peak,17.42196316,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Mission Viejo - Rancho Santa Margarita via Santa Margarita Pkwy,14744.3237258377
2601,82,0,all_day,18.2315428,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Mission Viejo - Rancho Santa Margarita via Santa Margarita Pkwy,14744.3237258377
2602,83,1,offpeak,24.26143124,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Laguna Hills via 5 Freeway,52980.098503553
2603,83,1,peak,22.17778536,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Laguna Hills via 5 Freeway,52980.098503553
2604,83,1,all_day,23.30230434,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Laguna Hills via 5 Freeway,52980.098503553
2605,83,0,offpeak,26.25975343,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Laguna Hills via 5 Freeway,53855.7977237253
2606,83,0,peak,22.21418087,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Laguna Hills via 5 Freeway,53855.7977237253
2607,83,0,all_day,24.25599641,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Laguna Hills via 5 Freeway,53855.7977237253
2608,60,1,offpeak,15.21331647,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Long Beach - Tustin via Westminster/17th,42497.9913165632
2609,60,1,peak,13.4183927,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Long Beach - Tustin via Westminster/17th,42497.9913165632
2610,60,1,all_day,14.43143163,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Long Beach - Tustin via Westminster/17th,42497.9913165632
2611,60,0,offpeak,14.42678287,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Long Beach - Tustin via Westminster/17th,41187.6638560909
2612,60,0,peak,13.44609551,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Long Beach - Tustin via Westminster/17th,41187.6638560909
2613,60,0,all_day,14.0058383,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Long Beach - Tustin via Westminster/17th,41187.6638560909
2614,86,0,offpeak,14.46123522,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Costa Mesa - Mission Viejo via Alton/Jeronimo,39803.5254657675
2615,86,0,peak,14.28046533,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Costa Mesa - Mission Viejo via Alton/Jeronimo,39803.5254657675
2616,86,0,all_day,14.37034102,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Costa Mesa - Mission Viejo via Alton/Jeronimo,39803.5254657675
2617,86,1,offpeak,15.37097486,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Costa Mesa - Mission Viejo via Alton/Jeronimo,36893.891080638
2618,86,1,peak,15.23469356,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Costa Mesa - Mission Viejo via Alton/Jeronimo,36893.891080638
2619,86,1,all_day,15.30262344,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Costa Mesa - Mission Viejo via Alton/Jeronimo,36893.891080638
2620,543,1,offpeak,13.71449876,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Santa Ana via Harbor,24077.5292854434
2621,543,1,peak,13.49920264,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Santa Ana via Harbor,24077.5292854434
2622,543,1,all_day,13.60785327,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Santa Ana via Harbor,24077.5292854434
2623,543,0,offpeak,14.4542779,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Santa Ana via Harbor,24483.8936125081
2624,543,0,peak,13.70320549,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Santa Ana via Harbor,24483.8936125081
2625,543,0,all_day,14.03991691,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Fullerton - Santa Ana via Harbor,24483.8936125081
2626,56,1,offpeak,13.59717959,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Garden Grove - Orange via Garden Grove Blvd,25384.3906549222
2627,56,1,peak,12.94940638,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Garden Grove - Orange via Garden Grove Blvd,25384.3906549222
2628,56,1,all_day,13.27886836,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Garden Grove - Orange via Garden Grove Blvd,25384.3906549222
2629,56,0,offpeak,13.08737488,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Garden Grove - Orange via Garden Grove Blvd,26610.3229580032
2630,56,0,peak,12.48500143,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Garden Grove - Orange via Garden Grove Blvd,26610.3229580032
2631,56,0,all_day,12.80015281,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Garden Grove - Orange via Garden Grove Blvd,26610.3229580032
2632,129,0,offpeak,15.4010397,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,La Habra - Anaheim via Central - Birch - Kraemer,26331.0087932661
2633,129,0,peak,14.96434227,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,La Habra - Anaheim via Central - Birch - Kraemer,26331.0087932661
2634,129,0,all_day,15.16979365,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,La Habra - Anaheim via Central - Birch - Kraemer,26331.0087932661
2635,129,1,offpeak,16.20483515,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,La Habra - Anaheim via Central - Birch - Kraemer,23989.4332261895
2636,129,1,peak,14.84845111,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,La Habra - Anaheim via Central - Birch - Kraemer,23989.4332261895
2637,129,1,all_day,15.53147012,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,La Habra - Anaheim via Central - Birch - Kraemer,23989.4332261895
2638,403,0,offpeak,16.92870421,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Irvine Station - Waterworks via Irvine Center Dr,10290.076826622
2639,403,0,peak,15.31909379,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Irvine Station - Waterworks via Irvine Center Dr,10290.076826622
2640,403,0,all_day,15.51855328,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Irvine Station - Waterworks via Irvine Center Dr,10290.076826622
2641,403,1,offpeak,15.94497159,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Irvine Station - Waterworks via Irvine Center Dr,9807.95330674078
2642,403,1,peak,14.63657907,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Irvine Station - Waterworks via Irvine Center Dr,9807.95330674078
2643,403,1,all_day,14.75114815,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Irvine Station - Waterworks via Irvine Center Dr,9807.95330674078
2644,87,0,offpeak,18.456582,aHR0cHM6Ly9vY3RhLm5ldC9jdXJyZW50L2dvb2dsZV90cmFuc2l0LnppcA==,recfma7GNR5lQTTTg,Orange County Transportation Authority,12 - Irvine,Rancho Santa Margarita - Laguna Niguel via Alicia,29735.2447731291
