OBJECTID,route_id,direction_id,time_period,speed_mph,base64_url,org_id,agency,district_name,route_name,Shape_Length
1,2018,1,peak,28.40595873,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9sYWtldHJhbnNpdC1jYS11cy9sYWtldHJhbnNpdC1jYS11cy56aXA=,recPwXKbGLL4aIqXV,Lake Transit Authority,01 - Eureka,"Soda Bay, Kit?s Corner to Lakeport",40360.1456555669
2,2018,1,all_day,28.40595873,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9sYWtldHJhbnNpdC1jYS11cy9sYWtldHJhbnNpdC1jYS11cy56aXA=,recPwXKbGLL4aIqXV,Lake Transit Authority,01 - Eureka,"Soda Bay, Kit?s Corner to Lakeport",40360.1456555669
3,2018,0,peak,24.62676954,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9sYWtldHJhbnNpdC1jYS11cy9sYWtldHJhbnNpdC1jYS11cy56aXA=,recPwXKbGLL4aIqXV,Lake Transit Authority,01 - Eureka,"Soda Bay, Kit?s Corner to Lakeport",43101.6445341956
4,2018,0,all_day,24.62676954,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9sYWtldHJhbnNpdC1jYS11cy9sYWtldHJhbnNpdC1jYS11cy56aXA=,recPwXKbGLL4aIqXV,Lake Transit Authority,01 - Eureka,"Soda Bay, Kit?s Corner to Lakeport",43101.6445341956
5,154,0,offpeak,16.25824509,aHR0cHM6Ly9ob3N0ZWQtZ3Rmcy1mZWVkcy5zMy5hbWF6b25hd3MuY29tL1JBQkEvZ3Rmcy56aXA=,recx4ZG2lvZb7kGAL,Shasta County,02 - Redding, ,13821.3965172508
6,154,0,peak,15.20679539,aHR0cHM6Ly9ob3N0ZWQtZ3Rmcy1mZWVkcy5zMy5hbWF6b25hd3MuY29tL1JBQkEvZ3Rmcy56aXA=,recx4ZG2lvZb7kGAL,Shasta County,02 - Redding, ,13821.3965172508
7,154,0,all_day,15.67466074,aHR0cHM6Ly9ob3N0ZWQtZ3Rmcy1mZWVkcy5zMy5hbWF6b25hd3MuY29tL1JBQkEvZ3Rmcy56aXA=,recx4ZG2lvZb7kGAL,Shasta County,02 - Redding, ,13821.3965172508
8,154,1,offpeak,15.22128833,aHR0cHM6Ly9ob3N0ZWQtZ3Rmcy1mZWVkcy5zMy5hbWF6b25hd3MuY29tL1JBQkEvZ3Rmcy56aXA=,recx4ZG2lvZb7kGAL,Shasta County,02 - Redding, ,15168.601012312
9,154,1,peak,16.44017716,aHR0cHM6Ly9ob3N0ZWQtZ3Rmcy1mZWVkcy5zMy5hbWF6b25hd3MuY29tL1JBQkEvZ3Rmcy56aXA=,recx4ZG2lvZb7kGAL,Shasta County,02 - Redding, ,15168.601012312
10,154,1,all_day,15.85130108,aHR0cHM6Ly9ob3N0ZWQtZ3Rmcy1mZWVkcy5zMy5hbWF6b25hd3MuY29tL1JBQkEvZ3Rmcy56aXA=,recx4ZG2lvZb7kGAL,Shasta County,02 - Redding, ,15168.601012312
11,af92ad39-d491-4c92-adff-2bf4a1de91fd,0,peak,25.72830261,aHR0cHM6Ly93d3cueW9sb2J1cy5jb20vR1RGUy9nb29nbGVfdHJhbnNpdC56aXA=,recH2FdHvrL7nIpHA,Yolo County Transportation District,03 - Marysville,DAVIS EXPRESS - 43-R AM,33075.7771127172
12,af92ad39-d491-4c92-adff-2bf4a1de91fd,0,all_day,25.72830261,aHR0cHM6Ly93d3cueW9sb2J1cy5jb20vR1RGUy9nb29nbGVfdHJhbnNpdC56aXA=,recH2FdHvrL7nIpHA,Yolo County Transportation District,03 - Marysville,DAVIS EXPRESS - 43-R AM,33075.7771127172
13,2036,0,offpeak,14.99334426,aHR0cHM6Ly92aXNhbGlhdHJhbnNpdC5pbmZvL0dURlM=,rec6gNibVKjDVy4aX,City of Visalia,06 - Fresno, ,11348.8112822147
14,2036,0,peak,14.35727635,aHR0cHM6Ly92aXNhbGlhdHJhbnNpdC5pbmZvL0dURlM=,rec6gNibVKjDVy4aX,City of Visalia,06 - Fresno, ,11348.8112822147
15,2036,0,all_day,14.66841808,aHR0cHM6Ly92aXNhbGlhdHJhbnNpdC5pbmZvL0dURlM=,rec6gNibVKjDVy4aX,City of Visalia,06 - Fresno, ,11348.8112822147
16,2036,1,offpeak,12.13860893,aHR0cHM6Ly92aXNhbGlhdHJhbnNpdC5pbmZvL0dURlM=,rec6gNibVKjDVy4aX,City of Visalia,06 - Fresno, ,11435.3971559716
17,2036,1,peak,15.36464686,aHR0cHM6Ly92aXNhbGlhdHJhbnNpdC5pbmZvL0dURlM=,rec6gNibVKjDVy4aX,City of Visalia,06 - Fresno, ,11435.3971559716
18,2036,1,all_day,13.63860542,aHR0cHM6Ly92aXNhbGlhdHJhbnNpdC5pbmZvL0dURlM=,rec6gNibVKjDVy4aX,City of Visalia,06 - Fresno, ,11435.3971559716
19,7,1,offpeak,21.04715445,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1GUw==,recot6qBamlOoLcrM,City of Fairfield,04 - Oakland,FTC/Solano College/Cordelia Library,17856.1733096282
20,7,1,peak,20.97924752,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1GUw==,recot6qBamlOoLcrM,City of Fairfield,04 - Oakland,FTC/Solano College/Cordelia Library,17856.1733096282
21,7,1,all_day,21.01314612,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1GUw==,recot6qBamlOoLcrM,City of Fairfield,04 - Oakland,FTC/Solano College/Cordelia Library,17856.1733096282
22,7,0,offpeak,21.77866363,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1GUw==,recot6qBamlOoLcrM,City of Fairfield,04 - Oakland,FTC/Solano College/Cordelia Library,17023.4682499671
23,7,0,peak,21.1563989,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1GUw==,recot6qBamlOoLcrM,City of Fairfield,04 - Oakland,FTC/Solano College/Cordelia Library,17023.4682499671
24,7,0,all_day,21.43200505,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1GUw==,recot6qBamlOoLcrM,City of Fairfield,04 - Oakland,FTC/Solano College/Cordelia Library,17023.4682499671
25,2,0,offpeak,14.56684509,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1VQw==,recmB4uxrVLRXYF3L,City of Union City,04 - Oakland,Whipple,11234.2004475811
26,2,0,peak,14.98445799,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1VQw==,recmB4uxrVLRXYF3L,City of Union City,04 - Oakland,Whipple,11234.2004475811
27,2,0,all_day,14.7597867,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1VQw==,recmB4uxrVLRXYF3L,City of Union City,04 - Oakland,Whipple,11234.2004475811
28,2,1,offpeak,12.68614541,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1VQw==,recmB4uxrVLRXYF3L,City of Union City,04 - Oakland,Whipple,11565.0933542862
29,2,1,peak,12.44308303,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1VQw==,recmB4uxrVLRXYF3L,City of Union City,04 - Oakland,Whipple,11565.0933542862
30,2,1,all_day,12.56752357,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1VQw==,recmB4uxrVLRXYF3L,City of Union City,04 - Oakland,Whipple,11565.0933542862
31,3422,1,offpeak,20.82333141,aHR0cHM6Ly9lbGtncm92ZXRyYW5zaXQuY29tL2d0ZnM=,recaJnArpFEk5QooE,City of Elk Grove,03 - Marysville, ,24447.6862207588
32,3422,1,peak,18.33682423,aHR0cHM6Ly9lbGtncm92ZXRyYW5zaXQuY29tL2d0ZnM=,recaJnArpFEk5QooE,City of Elk Grove,03 - Marysville, ,24447.6862207588
33,3422,1,all_day,19.06359124,aHR0cHM6Ly9lbGtncm92ZXRyYW5zaXQuY29tL2d0ZnM=,recaJnArpFEk5QooE,City of Elk Grove,03 - Marysville, ,24447.6862207588
34,3422,0,offpeak,14.19858342,aHR0cHM6Ly9lbGtncm92ZXRyYW5zaXQuY29tL2d0ZnM=,recaJnArpFEk5QooE,City of Elk Grove,03 - Marysville, ,21870.4052727494
35,3422,0,peak,15.34177816,aHR0cHM6Ly9lbGtncm92ZXRyYW5zaXQuY29tL2d0ZnM=,recaJnArpFEk5QooE,City of Elk Grove,03 - Marysville, ,21870.4052727494
36,3422,0,all_day,14.84150603,aHR0cHM6Ly9lbGtncm92ZXRyYW5zaXQuY29tL2d0ZnM=,recaJnArpFEk5QooE,City of Elk Grove,03 - Marysville, ,21870.4052727494
37,eb077710-0df4-4c7a-828e-914c6769117d,0,offpeak,31.06877195,aHR0cHM6Ly93d3cueW9sb2J1cy5jb20vR1RGUy9nb29nbGVfdHJhbnNpdC56aXA=,recH2FdHvrL7nIpHA,Yolo County Transportation District,03 - Marysville,WOODLAND- 215 EB,54918.4911535999
38,eb077710-0df4-4c7a-828e-914c6769117d,0,peak,28.52348408,aHR0cHM6Ly93d3cueW9sb2J1cy5jb20vR1RGUy9nb29nbGVfdHJhbnNpdC56aXA=,recH2FdHvrL7nIpHA,Yolo County Transportation District,03 - Marysville,WOODLAND- 215 EB,54918.4911535999
39,eb077710-0df4-4c7a-828e-914c6769117d,0,all_day,29.30939079,aHR0cHM6Ly93d3cueW9sb2J1cy5jb20vR1RGUy9nb29nbGVfdHJhbnNpdC56aXA=,recH2FdHvrL7nIpHA,Yolo County Transportation District,03 - Marysville,WOODLAND- 215 EB,54918.4911535999
40,5,1,offpeak,17.08838713,aHR0cHM6Ly9rYXJ0LmNvbm5leGlvbnoubmV0L3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,rec5MLJKrAgeM8f6H,Kings County Area Public Transit Agency,06 - Fresno,Pink Line,13052.3017215028
41,5,1,peak,22.04945896,aHR0cHM6Ly9rYXJ0LmNvbm5leGlvbnoubmV0L3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,rec5MLJKrAgeM8f6H,Kings County Area Public Transit Agency,06 - Fresno,Pink Line,13052.3017215028
42,5,1,all_day,20.03647697,aHR0cHM6Ly9rYXJ0LmNvbm5leGlvbnoubmV0L3J0dC9wdWJsaWMvdXRpbGl0eS9ndGZzLmFzcHg=,rec5MLJKrAgeM8f6H,Kings County Area Public Transit Agency,06 - Fresno,Pink Line,13052.3017215028
43,10,0,offpeak,13.30533908,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TUg==,recsNvWvLQwGsoxlE,City of Santa Rosa,04 - Oakland,"Route 10 serves Coddingtown, the Coffey Park area, Kaiser Hospital and the medical offices on Round Barn (weekdays only).",25469.8444468764
44,10,0,peak,13.94073384,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TUg==,recsNvWvLQwGsoxlE,City of Santa Rosa,04 - Oakland,"Route 10 serves Coddingtown, the Coffey Park area, Kaiser Hospital and the medical offices on Round Barn (weekdays only).",25469.8444468764
45,10,0,all_day,13.62171064,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TUg==,recsNvWvLQwGsoxlE,City of Santa Rosa,04 - Oakland,"Route 10 serves Coddingtown, the Coffey Park area, Kaiser Hospital and the medical offices on Round Barn (weekdays only).",25469.8444468764
46,159,1,offpeak,12.47950098,aHR0cHM6Ly9ob3N0ZWQtZ3Rmcy1mZWVkcy5zMy5hbWF6b25hd3MuY29tL1JBQkEvZ3Rmcy56aXA=,recx4ZG2lvZb7kGAL,Shasta County,02 - Redding, ,22948.2909201257
47,159,1,peak,15.1141879,aHR0cHM6Ly9ob3N0ZWQtZ3Rmcy1mZWVkcy5zMy5hbWF6b25hd3MuY29tL1JBQkEvZ3Rmcy56aXA=,recx4ZG2lvZb7kGAL,Shasta County,02 - Redding, ,22948.2909201257
48,159,1,all_day,13.81775597,aHR0cHM6Ly9ob3N0ZWQtZ3Rmcy1mZWVkcy5zMy5hbWF6b25hd3MuY29tL1JBQkEvZ3Rmcy56aXA=,recx4ZG2lvZb7kGAL,Shasta County,02 - Redding, ,22948.2909201257
49,172,1,offpeak,24.46580699,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,recoX7qMhlPrgfuz3,"Golden Gate Bridge, Highway and Transportation District",04 - Oakland,Santa Rosa - San Francisco,127159.89060409
50,172,1,peak,26.25020595,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,recoX7qMhlPrgfuz3,"Golden Gate Bridge, Highway and Transportation District",04 - Oakland,Santa Rosa - San Francisco,127159.89060409
51,172,1,all_day,25.27118137,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,recoX7qMhlPrgfuz3,"Golden Gate Bridge, Highway and Transportation District",04 - Oakland,Santa Rosa - San Francisco,127159.89060409
52,172,0,offpeak,31.68388284,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,recoX7qMhlPrgfuz3,"Golden Gate Bridge, Highway and Transportation District",04 - Oakland,Santa Rosa - San Francisco,127475.918006877
53,172,0,peak,29.10090514,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,recoX7qMhlPrgfuz3,"Golden Gate Bridge, Highway and Transportation District",04 - Oakland,Santa Rosa - San Francisco,127475.918006877
54,172,0,all_day,29.70634568,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,recoX7qMhlPrgfuz3,"Golden Gate Bridge, Highway and Transportation District",04 - Oakland,Santa Rosa - San Francisco,127475.918006877
55,SSF,1,offpeak,20.51120463,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TQg==,recmatCuQAUrNcs8j,San Francisco Bay Area Water Emergency Transit Authority,04 - Oakland,South San Francisco,29481.7065812698
56,SSF,1,peak,18.23815462,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TQg==,recmatCuQAUrNcs8j,San Francisco Bay Area Water Emergency Transit Authority,04 - Oakland,South San Francisco,29481.7065812698
57,SSF,1,all_day,18.93771323,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TQg==,recmatCuQAUrNcs8j,San Francisco Bay Area Water Emergency Transit Authority,04 - Oakland,South San Francisco,29481.7065812698
58,3e2bcbf9-eb16-48f3-bb44-96928a237521,0,offpeak,25.37595539,aHR0cHM6Ly93d3cueW9sb2J1cy5jb20vR1RGUy9nb29nbGVfdHJhbnNpdC56aXA=,recH2FdHvrL7nIpHA,Yolo County Transportation District,03 - Marysville,WOODLAND EXPRESS - 45 AM,54376.3928015913
59,3e2bcbf9-eb16-48f3-bb44-96928a237521,0,all_day,25.37595539,aHR0cHM6Ly93d3cueW9sb2J1cy5jb20vR1RGUy9nb29nbGVfdHJhbnNpdC56aXA=,recH2FdHvrL7nIpHA,Yolo County Transportation District,03 - Marysville,WOODLAND EXPRESS - 45 AM,54376.3928015913
60,14211,1,offpeak,28.46322316,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9nb2xkY291bnRyeXN0YWdlLWNhLXVzL2dvbGRjb3VudHJ5c3RhZ2UtY2EtdXMuemlw,reczUcQgqgtMpkpKC,Nevada County,03 - Marysville,Grass Valley - Penn Valley,24820.1248645853
61,14211,1,peak,31.67904412,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9nb2xkY291bnRyeXN0YWdlLWNhLXVzL2dvbGRjb3VudHJ5c3RhZ2UtY2EtdXMuemlw,reczUcQgqgtMpkpKC,Nevada County,03 - Marysville,Grass Valley - Penn Valley,24820.1248645853
62,14211,1,all_day,30.79187669,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9nb2xkY291bnRyeXN0YWdlLWNhLXVzL2dvbGRjb3VudHJ5c3RhZ2UtY2EtdXMuemlw,reczUcQgqgtMpkpKC,Nevada County,03 - Marysville,Grass Valley - Penn Valley,24820.1248645853
63,14211,0,peak,29.51102044,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9nb2xkY291bnRyeXN0YWdlLWNhLXVzL2dvbGRjb3VudHJ5c3RhZ2UtY2EtdXMuemlw,reczUcQgqgtMpkpKC,Nevada County,03 - Marysville,Grass Valley - Penn Valley,25191.2303103018
64,14211,0,all_day,29.51102044,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9nb2xkY291bnRyeXN0YWdlLWNhLXVzL2dvbGRjb3VudHJ5c3RhZ2UtY2EtdXMuemlw,reczUcQgqgtMpkpKC,Nevada County,03 - Marysville,Grass Valley - Penn Valley,25191.2303103018
65,5967,1,offpeak,32.53915068,aHR0cHM6Ly9yaWRlcHZ2dGEuY29tL2d0ZnM=,recGcv4NidDjwVSiN,Palo Verde Valley Transit Agency,08 - San Bernardino,Service to Ripley and Mesa Verde,39830.3050375755
66,5967,1,peak,33.33756839,aHR0cHM6Ly9yaWRlcHZ2dGEuY29tL2d0ZnM=,recGcv4NidDjwVSiN,Palo Verde Valley Transit Agency,08 - San Bernardino,Service to Ripley and Mesa Verde,39830.3050375755
67,5967,1,all_day,33.13431307,aHR0cHM6Ly9yaWRlcHZ2dGEuY29tL2d0ZnM=,recGcv4NidDjwVSiN,Palo Verde Valley Transit Agency,08 - San Bernardino,Service to Ripley and Mesa Verde,39830.3050375755
68,B - PM,0,peak,7.43784869,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1NVg==,recIeP8mUucOsbvbz,Mountain View Transportation Management Association,04 - Oakland,"Shoreline, Crittenden, La Avenida",13886.9810326043
69,B - PM,0,all_day,7.43784869,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1NVg==,recIeP8mUucOsbvbz,Mountain View Transportation Management Association,04 - Oakland,"Shoreline, Crittenden, La Avenida",13886.9810326043
70,118,0,offpeak,21.19360931,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9kZWxub3J0ZS1jYS11cy9kZWxub3J0ZS1jYS11cy56aXA=,recOnKhqF25crJt4q,Redwood Coast Transit Authority,01 - Eureka,Route 4 - Orange Bertsch / Howland Hill Rd,16608.5134964963
71,118,0,peak,24.38021588,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9kZWxub3J0ZS1jYS11cy9kZWxub3J0ZS1jYS11cy56aXA=,recOnKhqF25crJt4q,Redwood Coast Transit Authority,01 - Eureka,Route 4 - Orange Bertsch / Howland Hill Rd,16608.5134964963
72,118,0,all_day,22.66345401,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9kZWxub3J0ZS1jYS11cy9kZWxub3J0ZS1jYS11cy56aXA=,recOnKhqF25crJt4q,Redwood Coast Transit Authority,01 - Eureka,Route 4 - Orange Bertsch / Howland Hill Rd,16608.5134964963
73,revperi,0,offpeak,6.92545302,aHR0cHM6Ly93ZWJzZXJ2aWNlcy51bW9pcS5jb20vYXBpL2d0ZnMtcnQvdjEvR1RGUy91Y2I=,recD9x7GHPrN46v6m,"University of California, Berkeley",04 - Oakland,Reverse Perimeter,3402.07161819704
74,revperi,0,peak,7.2751601,aHR0cHM6Ly93ZWJzZXJ2aWNlcy51bW9pcS5jb20vYXBpL2d0ZnMtcnQvdjEvR1RGUy91Y2I=,recD9x7GHPrN46v6m,"University of California, Berkeley",04 - Oakland,Reverse Perimeter,3402.07161819704
75,revperi,0,all_day,7.08317172,aHR0cHM6Ly93ZWJzZXJ2aWNlcy51bW9pcS5jb20vYXBpL2d0ZnMtcnQvdjEvR1RGUy91Y2I=,recD9x7GHPrN46v6m,"University of California, Berkeley",04 - Oakland,Reverse Perimeter,3402.07161819704
76,120,0,offpeak,35.70337562,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9kZWxub3J0ZS1jYS11cy9kZWxub3J0ZS1jYS11cy56aXA=,recOnKhqF25crJt4q,Redwood Coast Transit Authority,01 - Eureka,Route 20 Smith River / Eureka,42608.864976042
77,120,0,peak,32.79697835,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9kZWxub3J0ZS1jYS11cy9kZWxub3J0ZS1jYS11cy56aXA=,recOnKhqF25crJt4q,Redwood Coast Transit Authority,01 - Eureka,Route 20 Smith River / Eureka,42608.864976042
78,120,0,all_day,34.56192695,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9kZWxub3J0ZS1jYS11cy9kZWxub3J0ZS1jYS11cy56aXA=,recOnKhqF25crJt4q,Redwood Coast Transit Authority,01 - Eureka,Route 20 Smith River / Eureka,42608.864976042
79,120,1,offpeak,36.60011176,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9kZWxub3J0ZS1jYS11cy9kZWxub3J0ZS1jYS11cy56aXA=,recOnKhqF25crJt4q,Redwood Coast Transit Authority,01 - Eureka,Route 20 Smith River / Eureka,43310.2286802442
80,120,1,peak,39.37549927,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9kZWxub3J0ZS1jYS11cy9kZWxub3J0ZS1jYS11cy56aXA=,recOnKhqF25crJt4q,Redwood Coast Transit Authority,01 - Eureka,Route 20 Smith River / Eureka,43310.2286802442
81,120,1,all_day,38.69570347,aHR0cHM6Ly9kYXRhLnRyaWxsaXVtdHJhbnNpdC5jb20vZ3Rmcy9kZWxub3J0ZS1jYS11cy9kZWxub3J0ZS1jYS11cy56aXA=,recOnKhqF25crJt4q,Redwood Coast Transit Authority,01 - Eureka,Route 20 Smith River / Eureka,43310.2286802442
82,3426,1,offpeak,16.60198793,aHR0cHM6Ly9lbGtncm92ZXRyYW5zaXQuY29tL2d0ZnM=,recaJnArpFEk5QooE,City of Elk Grove,03 - Marysville, ,16700.4712370927
83,3426,1,peak,16.78606536,aHR0cHM6Ly9lbGtncm92ZXRyYW5zaXQuY29tL2d0ZnM=,recaJnArpFEk5QooE,City of Elk Grove,03 - Marysville, ,16700.4712370927
84,3426,1,all_day,16.70667756,aHR0cHM6Ly9lbGtncm92ZXRyYW5zaXQuY29tL2d0ZnM=,recaJnArpFEk5QooE,City of Elk Grove,03 - Marysville, ,16700.4712370927
85,3426,0,offpeak,17.96401559,aHR0cHM6Ly9lbGtncm92ZXRyYW5zaXQuY29tL2d0ZnM=,recaJnArpFEk5QooE,City of Elk Grove,03 - Marysville, ,17422.3804140063
86,3426,0,peak,18.93119933,aHR0cHM6Ly9lbGtncm92ZXRyYW5zaXQuY29tL2d0ZnM=,recaJnArpFEk5QooE,City of Elk Grove,03 - Marysville, ,17422.3804140063
87,3426,0,all_day,18.504227,aHR0cHM6Ly9lbGtncm92ZXRyYW5zaXQuY29tL2d0ZnM=,recaJnArpFEk5QooE,City of Elk Grove,03 - Marysville, ,17422.3804140063
88,5,1,offpeak,15.51485273,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1VQw==,recmB4uxrVLRXYF3L,City of Union City,04 - Oakland,Dyer,12442.8443339194
89,5,1,peak,13.24218617,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1VQw==,recmB4uxrVLRXYF3L,City of Union City,04 - Oakland,Dyer,12442.8443339194
90,5,1,all_day,14.28871512,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1VQw==,recmB4uxrVLRXYF3L,City of Union City,04 - Oakland,Dyer,12442.8443339194
91,5,0,offpeak,15.63051778,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1VQw==,recmB4uxrVLRXYF3L,City of Union City,04 - Oakland,Dyer,12400.5655644633
92,5,0,peak,9.25694674,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1VQw==,recmB4uxrVLRXYF3L,City of Union City,04 - Oakland,Dyer,12400.5655644633
93,5,0,all_day,11.31618232,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1VQw==,recmB4uxrVLRXYF3L,City of Union City,04 - Oakland,Dyer,12400.5655644633
94,150,0,offpeak,18.48712034,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,recoX7qMhlPrgfuz3,"Golden Gate Bridge, Highway and Transportation District",04 - Oakland,San Rafael - San Francisco,43157.6492360956
95,150,0,peak,18.29114761,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,recoX7qMhlPrgfuz3,"Golden Gate Bridge, Highway and Transportation District",04 - Oakland,San Rafael - San Francisco,43157.6492360956
96,150,0,all_day,18.38861186,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,recoX7qMhlPrgfuz3,"Golden Gate Bridge, Highway and Transportation District",04 - Oakland,San Rafael - San Francisco,43157.6492360956
97,150,1,offpeak,19.53897079,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,recoX7qMhlPrgfuz3,"Golden Gate Bridge, Highway and Transportation District",04 - Oakland,San Rafael - San Francisco,41048.1306462397
